model,image,threshold,tp,fp,fn,gt_pixels,pred_pixels,instances,iou,seconds
packaged,Rissbilder_for_Florian_9S6A2858_24_161_2934_2248.jpg,0.1,0,0,0,0,0,0,,0.061248624995641876
packaged,Rissbilder_for_Florian_9S6A2858_24_161_2934_2248.jpg,0.25,0,0,0,0,0,0,,0.061248624995641876
packaged,Rissbilder_for_Florian_9S6A2858_24_161_2934_2248.jpg,0.5,0,0,0,0,0,0,,0.061248624995641876
packaged,Rissbilder_for_Florian_9S6A2860_2652_869_3027_2537.jpg,0.1,4022,1834,1211,5233,5856,2,0.5691240979199095,0.06304479199752677
packaged,Rissbilder_for_Florian_9S6A2860_2652_869_3027_2537.jpg,0.25,4022,1834,1211,5233,5856,2,0.5691240979199095,0.06304479199752677
packaged,Rissbilder_for_Florian_9S6A2860_2652_869_3027_2537.jpg,0.5,4022,1834,1211,5233,5856,2,0.5691240979199095,0.06304479199752677
packaged,Rissbilder_for_Florian_9S6A2863_423_3163_2502_2009.jpg,0.1,4922,1713,1376,6298,6635,1,0.6144051928598178,0.06225945799815236
packaged,Rissbilder_for_Florian_9S6A2863_423_3163_2502_2009.jpg,0.25,4922,1713,1376,6298,6635,1,0.6144051928598178,0.06225945799815236
packaged,Rissbilder_for_Florian_9S6A2863_423_3163_2502_2009.jpg,0.5,4922,1713,1376,6298,6635,1,0.6144051928598178,0.06225945799815236
packaged,Rissbilder_for_Florian_9S6A2864_0_0_3840_5760.jpg,0.1,1911,1955,490,2401,3866,1,0.43870523415977963,0.06017333299678285
packaged,Rissbilder_for_Florian_9S6A2864_0_0_3840_5760.jpg,0.25,1911,1955,490,2401,3866,1,0.43870523415977963,0.06017333299678285
packaged,Rissbilder_for_Florian_9S6A2864_0_0_3840_5760.jpg,0.5,1911,1955,490,2401,3866,1,0.43870523415977963,0.06017333299678285
packaged,Rissbilder_for_Florian_9S6A2865_415_206_2924_3039.jpg,0.1,2351,1092,686,3037,3443,1,0.5693872608379753,0.062124750002112705
packaged,Rissbilder_for_Florian_9S6A2865_415_206_2924_3039.jpg,0.25,2351,1092,686,3037,3443,1,0.5693872608379753,0.062124750002112705
packaged,Rissbilder_for_Florian_9S6A2865_415_206_2924_3039.jpg,0.5,2351,1092,686,3037,3443,1,0.5693872608379753,0.062124750002112705
packaged,Rissbilder_for_Florian_9S6A2888_133_918_3617_3712.jpg,0.1,3746,2331,921,4667,6077,1,0.535295798799657,0.06492137500026729
packaged,Rissbilder_for_Florian_9S6A2888_133_918_3617_3712.jpg,0.25,3746,2331,921,4667,6077,1,0.535295798799657,0.06492137500026729
packaged,Rissbilder_for_Florian_9S6A2888_133_918_3617_3712.jpg,0.5,3746,2331,921,4667,6077,1,0.535295798799657,0.06492137500026729
packaged,Rissbilder_for_Florian_9S6A2895_46_163_3635_3331.jpg,0.1,2606,2046,603,3209,4652,1,0.4959086584205519,0.06201554199651582
packaged,Rissbilder_for_Florian_9S6A2895_46_163_3635_3331.jpg,0.25,2606,2046,603,3209,4652,1,0.4959086584205519,0.06201554199651582
packaged,Rissbilder_for_Florian_9S6A2895_46_163_3635_3331.jpg,0.5,2606,2046,603,3209,4652,1,0.4959086584205519,0.06201554199651582
packaged,Rissbilder_for_Florian_9S6A2914_864_1519_2861_3089.jpg,0.1,7070,4311,2068,9138,11381,7,0.5256896423525913,0.06238454100093804
packaged,Rissbilder_for_Florian_9S6A2914_864_1519_2861_3089.jpg,0.25,7053,4273,2085,9138,11326,6,0.5259115651330997,0.06238454100093804
packaged,Rissbilder_for_Florian_9S6A2914_864_1519_2861_3089.jpg,0.5,3383,1907,5755,9138,5290,3,0.30629244001810774,0.06238454100093804
packaged,Rissbilder_for_Florian_9S6A2916_2449_405_2485_3276.jpg,0.1,4003,2436,1266,5269,6439,1,0.5195327709279689,0.06199920799554093
packaged,Rissbilder_for_Florian_9S6A2916_2449_405_2485_3276.jpg,0.25,4003,2436,1266,5269,6439,1,0.5195327709279689,0.06199920799554093
packaged,Rissbilder_for_Florian_9S6A2916_2449_405_2485_3276.jpg,0.5,4003,2436,1266,5269,6439,1,0.5195327709279689,0.06199920799554093
packaged,Rissbilder_for_Florian_9S6A3087_146_59_3684_4477.jpg,0.1,6775,4373,2139,8914,11148,2,0.5098968916986528,0.0612353750038892
packaged,Rissbilder_for_Florian_9S6A3087_146_59_3684_4477.jpg,0.25,6775,4373,2139,8914,11148,2,0.5098968916986528,0.0612353750038892
packaged,Rissbilder_for_Florian_9S6A3087_146_59_3684_4477.jpg,0.5,6775,4373,2139,8914,11148,2,0.5098968916986528,0.0612353750038892
packaged,Rissbilder_for_Florian_9S6A3094_17_1195_3751_3661.jpg,0.1,4374,2895,1503,5877,7269,5,0.49863201094391246,0.062185833005059976
packaged,Rissbilder_for_Florian_9S6A3094_17_1195_3751_3661.jpg,0.25,4373,2890,1504,5877,7263,4,0.49880232690772214,0.062185833005059976
packaged,Rissbilder_for_Florian_9S6A3094_17_1195_3751_3661.jpg,0.5,4373,2890,1504,5877,7263,4,0.49880232690772214,0.062185833005059976
packaged,Rissbilder_for_Florian_9S6A3098_1300_3220_2283_2309.jpg,0.1,3476,1342,944,4420,4818,1,0.6032627559875043,0.06454200000007404
packaged,Rissbilder_for_Florian_9S6A3098_1300_3220_2283_2309.jpg,0.25,3476,1342,944,4420,4818,1,0.6032627559875043,0.06454200000007404
packaged,Rissbilder_for_Florian_9S6A3098_1300_3220_2283_2309.jpg,0.5,3476,1342,944,4420,4818,1,0.6032627559875043,0.06454200000007404
packaged,Rissbilder_for_Florian_9S6A3100_765_387_2677_2632.jpg,0.1,3331,1706,857,4188,5037,1,0.5651510010179844,0.06168624999554595
packaged,Rissbilder_for_Florian_9S6A3100_765_387_2677_2632.jpg,0.25,3331,1706,857,4188,5037,1,0.5651510010179844,0.06168624999554595
packaged,Rissbilder_for_Florian_9S6A3100_765_387_2677_2632.jpg,0.5,3331,1706,857,4188,5037,1,0.5651510010179844,0.06168624999554595
packaged,Rissbilder_for_Florian_9S6A3105_186_619_3616_4246.jpg,0.1,3862,2603,1146,5008,6465,2,0.5074234660360005,0.06006087500281865
packaged,Rissbilder_for_Florian_9S6A3105_186_619_3616_4246.jpg,0.25,3862,2603,1146,5008,6465,2,0.5074234660360005,0.06006087500281865
packaged,Rissbilder_for_Florian_9S6A3105_186_619_3616_4246.jpg,0.5,3201,2101,1807,5008,5302,1,0.4502743001828668,0.06006087500281865
packaged,Rissbilder_for_Florian_9S6A3111_42_1509_3500_3908.jpg,0.1,7390,5151,1510,8900,12541,1,0.5259412141484592,0.060149040997202974
packaged,Rissbilder_for_Florian_9S6A3111_42_1509_3500_3908.jpg,0.25,7390,5151,1510,8900,12541,1,0.5259412141484592,0.060149040997202974
packaged,Rissbilder_for_Florian_9S6A3111_42_1509_3500_3908.jpg,0.5,7390,5151,1510,8900,12541,1,0.5259412141484592,0.060149040997202974
packaged,Rissbilder_for_Florian_9S6A3120_875_1120_2089_2571.jpg,0.1,3450,1326,885,4335,4776,1,0.6094329623741388,0.059725084000092465
packaged,Rissbilder_for_Florian_9S6A3120_875_1120_2089_2571.jpg,0.25,3450,1326,885,4335,4776,1,0.6094329623741388,0.059725084000092465
packaged,Rissbilder_for_Florian_9S6A3120_875_1120_2089_2571.jpg,0.5,3450,1326,885,4335,4776,1,0.6094329623741388,0.059725084000092465
packaged,Rissbilder_for_Florian_9S6A3121_408_826_2841_3663.jpg,0.1,5492,3340,1972,7464,8832,1,0.5083302480562755,0.06069637500331737
packaged,Rissbilder_for_Florian_9S6A3121_408_826_2841_3663.jpg,0.25,5492,3340,1972,7464,8832,1,0.5083302480562755,0.06069637500331737
packaged,Rissbilder_for_Florian_9S6A3121_408_826_2841_3663.jpg,0.5,5492,3340,1972,7464,8832,1,0.5083302480562755,0.06069637500331737
packaged,Rissbilder_for_Florian_9S6A3130_190_1907_3510_2920.jpg,0.1,3471,2040,945,4416,5511,1,0.537639405204461,0.05938858300214633
packaged,Rissbilder_for_Florian_9S6A3130_190_1907_3510_2920.jpg,0.25,3471,2040,945,4416,5511,1,0.537639405204461,0.05938858300214633
packaged,Rissbilder_for_Florian_9S6A3130_190_1907_3510_2920.jpg,0.5,3471,2040,945,4416,5511,1,0.537639405204461,0.05938858300214633
packaged,Rissbilder_for_Florian_9S6A3130_741_2592_3069_3082.jpg,0.1,2873,1490,834,3707,4363,1,0.5528189340003848,0.06013195899868151
packaged,Rissbilder_for_Florian_9S6A3130_741_2592_3069_3082.jpg,0.25,2873,1490,834,3707,4363,1,0.5528189340003848,0.06013195899868151
packaged,Rissbilder_for_Florian_9S6A3130_741_2592_3069_3082.jpg,0.5,2873,1490,834,3707,4363,1,0.5528189340003848,0.06013195899868151
packaged,Rissbilder_for_Florian_9S6A3134_76_855_3718_4555.jpg,0.1,2385,2355,484,2869,4740,2,0.4565467075038285,0.059983459002978634
packaged,Rissbilder_for_Florian_9S6A3134_76_855_3718_4555.jpg,0.25,2385,2355,484,2869,4740,1,0.4565467075038285,0.059983459002978634
packaged,Rissbilder_for_Florian_9S6A3134_76_855_3718_4555.jpg,0.5,2385,2355,484,2869,4740,1,0.4565467075038285,0.059983459002978634
packaged,Sylvie_Chambon_062.jpg,0.1,3235,0,14742,17977,3235,1,0.17995216109473217,0.060420000001613516
packaged,Sylvie_Chambon_062.jpg,0.25,3235,0,14742,17977,3235,1,0.17995216109473217,0.060420000001613516
packaged,Sylvie_Chambon_062.jpg,0.5,3235,0,14742,17977,3235,1,0.17995216109473217,0.060420000001613516
packaged,Volker_DSC01610_123_687_1549_1614.jpg,0.1,5962,2133,726,6688,8095,1,0.6758870876317877,0.060014916001819074
packaged,Volker_DSC01610_123_687_1549_1614.jpg,0.25,5962,2133,726,6688,8095,1,0.6758870876317877,0.060014916001819074
packaged,Volker_DSC01610_123_687_1549_1614.jpg,0.5,5962,2133,726,6688,8095,1,0.6758870876317877,0.060014916001819074
packaged,Volker_DSC01628_0_0_1824_2736.jpg,0.1,4015,1364,953,4968,5379,1,0.6340808591282375,0.06246283300424693
packaged,Volker_DSC01628_0_0_1824_2736.jpg,0.25,4015,1364,953,4968,5379,1,0.6340808591282375,0.06246283300424693
packaged,Volker_DSC01628_0_0_1824_2736.jpg,0.5,4015,1364,953,4968,5379,1,0.6340808591282375,0.06246283300424693
packaged,Volker_DSC01628_628_1158_1128_1084.jpg,0.1,4831,478,2216,7047,5309,1,0.6419933554817275,0.05986020799900871
packaged,Volker_DSC01628_628_1158_1128_1084.jpg,0.25,4831,478,2216,7047,5309,1,0.6419933554817275,0.05986020799900871
packaged,Volker_DSC01628_628_1158_1128_1084.jpg,0.5,4831,478,2216,7047,5309,1,0.6419933554817275,0.05986020799900871
packaged,Volker_DSC01634_192_653_1400_1605.jpg,0.1,10853,3849,1424,12277,14702,2,0.6730125263549547,0.06173004199808929
packaged,Volker_DSC01634_192_653_1400_1605.jpg,0.25,10853,3849,1424,12277,14702,2,0.6730125263549547,0.06173004199808929
packaged,Volker_DSC01634_192_653_1400_1605.jpg,0.5,10853,3849,1424,12277,14702,2,0.6730125263549547,0.06173004199808929
packaged,Volker_DSC01634_193_315_1605_1896.jpg,0.1,9888,4787,951,10839,14675,2,0.632791501343914,0.0596476669961703
packaged,Volker_DSC01634_193_315_1605_1896.jpg,0.25,9888,4787,951,10839,14675,2,0.632791501343914,0.0596476669961703
packaged,Volker_DSC01634_193_315_1605_1896.jpg,0.5,9888,4787,951,10839,14675,2,0.632791501343914,0.0596476669961703
packaged,Volker_DSC01636_1084_9_1476_1810.jpg,0.1,6033,2490,573,6606,8523,1,0.6632585751978892,0.061389415997837204
packaged,Volker_DSC01636_1084_9_1476_1810.jpg,0.25,6033,2490,573,6606,8523,1,0.6632585751978892,0.061389415997837204
packaged,Volker_DSC01636_1084_9_1476_1810.jpg,0.5,6033,2490,573,6606,8523,1,0.6632585751978892,0.061389415997837204
packaged,Volker_DSC01641_437_407_1733_1413.jpg,0.1,8410,3386,841,9251,11796,1,0.6655060536519743,0.06106125000223983
packaged,Volker_DSC01641_437_407_1733_1413.jpg,0.25,8410,3386,841,9251,11796,1,0.6655060536519743,0.06106125000223983
packaged,Volker_DSC01641_437_407_1733_1413.jpg,0.5,8410,3386,841,9251,11796,1,0.6655060536519743,0.06106125000223983
packaged,Volker_DSC01643_1311_276_1242_1009.jpg,0.1,7458,1280,1120,8578,8738,1,0.7565429093122337,0.06017137500020908
packaged,Volker_DSC01643_1311_276_1242_1009.jpg,0.25,7458,1280,1120,8578,8738,1,0.7565429093122337,0.06017137500020908
packaged,Volker_DSC01643_1311_276_1242_1009.jpg,0.5,7458,1280,1120,8578,8738,1,0.7565429093122337,0.06017137500020908
packaged,Volker_DSC01652_699_100_1925_1592.jpg,0.1,5891,1875,888,6779,7766,1,0.6807256759879824,0.06423312500555767
packaged,Volker_DSC01652_699_100_1925_1592.jpg,0.25,5891,1875,888,6779,7766,1,0.6807256759879824,0.06423312500555767
packaged,Volker_DSC01652_699_100_1925_1592.jpg,0.5,5891,1875,888,6779,7766,1,0.6807256759879824,0.06423312500555767
packaged,Volker_DSC01658_167_371_1635_1643.jpg,0.1,5576,1821,875,6451,7397,1,0.6740812379110251,0.06086887499986915
packaged,Volker_DSC01658_167_371_1635_1643.jpg,0.25,5576,1821,875,6451,7397,1,0.6740812379110251,0.06086887499986915
packaged,Volker_DSC01658_167_371_1635_1643.jpg,0.5,5576,1821,875,6451,7397,1,0.6740812379110251,0.06086887499986915
packaged,Volker_DSC01670_3_833_1821_1836.jpg,0.1,5813,3267,491,6304,9080,3,0.6073555532337269,0.060594541995669715
packaged,Volker_DSC01670_3_833_1821_1836.jpg,0.25,5813,3267,491,6304,9080,3,0.6073555532337269,0.060594541995669715
packaged,Volker_DSC01670_3_833_1821_1836.jpg,0.5,1860,704,4444,6304,2564,1,0.2654109589041096,0.060594541995669715
packaged,Volker_DSC01677_26_956_1697_1698.jpg,0.1,8437,4538,629,9066,12975,1,0.6201852396354014,0.06123062499682419
packaged,Volker_DSC01677_26_956_1697_1698.jpg,0.25,8437,4538,629,9066,12975,1,0.6201852396354014,0.06123062499682419
packaged,Volker_DSC01677_26_956_1697_1698.jpg,0.5,8437,4538,629,9066,12975,1,0.6201852396354014,0.06123062499682419
packaged,Volker_DSC01685_252_569_1566_2047.jpg,0.1,4809,1910,563,5372,6719,1,0.6603954957429278,0.060156332998303697
packaged,Volker_DSC01685_252_569_1566_2047.jpg,0.25,4809,1910,563,5372,6719,1,0.6603954957429278,0.060156332998303697
packaged,Volker_DSC01685_252_569_1566_2047.jpg,0.5,4809,1910,563,5372,6719,1,0.6603954957429278,0.060156332998303697
packaged,Volker_DSC01687_256_1075_1494_1234.jpg,0.1,6182,1938,825,7007,8120,1,0.6911123532699832,0.058866833001957275
packaged,Volker_DSC01687_256_1075_1494_1234.jpg,0.25,6182,1938,825,7007,8120,1,0.6911123532699832,0.058866833001957275
packaged,Volker_DSC01687_256_1075_1494_1234.jpg,0.5,6182,1938,825,7007,8120,1,0.6911123532699832,0.058866833001957275
packaged,Volker_DSC01693_1323_467_1353_1116.jpg,0.1,7154,1094,1266,8420,8248,1,0.751944502837923,0.06182075000106124
packaged,Volker_DSC01693_1323_467_1353_1116.jpg,0.25,7154,1094,1266,8420,8248,1,0.751944502837923,0.06182075000106124
packaged,Volker_DSC01693_1323_467_1353_1116.jpg,0.5,7154,1094,1266,8420,8248,1,0.751944502837923,0.06182075000106124
packaged,Volker_DSC01707_44_131_1757_2144.jpg,0.1,3899,1605,789,4688,5504,2,0.6195773081201335,0.06013908299792092
packaged,Volker_DSC01707_44_131_1757_2144.jpg,0.25,3899,1605,789,4688,5504,2,0.6195773081201335,0.06013908299792092
packaged,Volker_DSC01707_44_131_1757_2144.jpg,0.5,3899,1605,789,4688,5504,2,0.6195773081201335,0.06013908299792092
packaged,cracktree200_6234.jpg,0.1,0,0,589,589,0,0,0.0,0.060882917001436
packaged,cracktree200_6234.jpg,0.25,0,0,589,589,0,0,0.0,0.060882917001436
packaged,cracktree200_6234.jpg,0.5,0,0,589,589,0,0,0.0,0.060882917001436
packaged,cracktree200_6243.jpg,0.1,0,0,1944,1944,0,0,0.0,0.06757041700620903
packaged,cracktree200_6243.jpg,0.25,0,0,1944,1944,0,0,0.0,0.06757041700620903
packaged,cracktree200_6243.jpg,0.5,0,0,1944,1944,0,0,0.0,0.06757041700620903
packaged,cracktree200_6266.jpg,0.1,0,0,547,547,0,0,0.0,0.06055291600205237
packaged,cracktree200_6266.jpg,0.25,0,0,547,547,0,0,0.0,0.06055291600205237
packaged,cracktree200_6266.jpg,0.5,0,0,547,547,0,0,0.0,0.06055291600205237
packaged,forest_006.jpg,0.1,2231,2405,34,2265,4636,2,0.4777301927194861,0.06017387499741744
packaged,forest_006.jpg,0.25,2216,2392,49,2265,4608,1,0.47584281726433325,0.06017387499741744
packaged,forest_006.jpg,0.5,0,0,2265,2265,0,0,0.0,0.06017387499741744
packaged,forest_048.jpg,0.1,2061,8506,375,2436,10567,1,0.1883567903491135,0.060709916993801016
packaged,forest_048.jpg,0.25,2061,8506,375,2436,10567,1,0.1883567903491135,0.060709916993801016
packaged,forest_048.jpg,0.5,2061,8506,375,2436,10567,1,0.1883567903491135,0.060709916993801016
packaged,noncrack_noncrack_concrete_wall_12_3.jpg.jpg,0.1,0,0,0,0,0,0,,0.06094504100474296
packaged,noncrack_noncrack_concrete_wall_12_3.jpg.jpg,0.25,0,0,0,0,0,0,,0.06094504100474296
packaged,noncrack_noncrack_concrete_wall_12_3.jpg.jpg,0.5,0,0,0,0,0,0,,0.06094504100474296
packaged,noncrack_noncrack_concrete_wall_12_9.jpg.jpg,0.1,0,0,0,0,0,0,,0.062259000005724374
packaged,noncrack_noncrack_concrete_wall_12_9.jpg.jpg,0.25,0,0,0,0,0,0,,0.062259000005724374
packaged,noncrack_noncrack_concrete_wall_12_9.jpg.jpg,0.5,0,0,0,0,0,0,,0.062259000005724374
packaged,noncrack_noncrack_concrete_wall_18_19.jpg.jpg,0.1,0,0,0,0,0,0,,0.05963083399547031
packaged,noncrack_noncrack_concrete_wall_18_19.jpg.jpg,0.25,0,0,0,0,0,0,,0.05963083399547031
packaged,noncrack_noncrack_concrete_wall_18_19.jpg.jpg,0.5,0,0,0,0,0,0,,0.05963083399547031
packaged,noncrack_noncrack_concrete_wall_20_1.jpg.jpg,0.1,0,0,0,0,0,0,,0.06280120900191832
packaged,noncrack_noncrack_concrete_wall_20_1.jpg.jpg,0.25,0,0,0,0,0,0,,0.06280120900191832
packaged,noncrack_noncrack_concrete_wall_20_1.jpg.jpg,0.5,0,0,0,0,0,0,,0.06280120900191832
packaged,noncrack_noncrack_concrete_wall_20_32.jpg.jpg,0.1,0,0,0,0,0,0,,0.06717645900062053
packaged,noncrack_noncrack_concrete_wall_20_32.jpg.jpg,0.25,0,0,0,0,0,0,,0.06717645900062053
packaged,noncrack_noncrack_concrete_wall_20_32.jpg.jpg,0.5,0,0,0,0,0,0,,0.06717645900062053
packaged,noncrack_noncrack_concrete_wall_40_5.jpg.jpg,0.1,0,0,0,0,0,0,,0.11646016700251494
packaged,noncrack_noncrack_concrete_wall_40_5.jpg.jpg,0.25,0,0,0,0,0,0,,0.11646016700251494
packaged,noncrack_noncrack_concrete_wall_40_5.jpg.jpg,0.5,0,0,0,0,0,0,,0.11646016700251494
packaged,noncrack_noncrack_concrete_wall_41_48.jpg.jpg,0.1,0,0,0,0,0,0,,0.06119129100261489
packaged,noncrack_noncrack_concrete_wall_41_48.jpg.jpg,0.25,0,0,0,0,0,0,,0.06119129100261489
packaged,noncrack_noncrack_concrete_wall_41_48.jpg.jpg,0.5,0,0,0,0,0,0,,0.06119129100261489
packaged,noncrack_noncrack_concrete_wall_43_34.jpg.jpg,0.1,0,0,0,0,0,0,,0.060764082998503
packaged,noncrack_noncrack_concrete_wall_43_34.jpg.jpg,0.25,0,0,0,0,0,0,,0.060764082998503
packaged,noncrack_noncrack_concrete_wall_43_34.jpg.jpg,0.5,0,0,0,0,0,0,,0.060764082998503
packaged,noncrack_noncrack_concrete_wall_46_8.jpg.jpg,0.1,0,0,0,0,0,0,,0.06180266700539505
packaged,noncrack_noncrack_concrete_wall_46_8.jpg.jpg,0.25,0,0,0,0,0,0,,0.06180266700539505
packaged,noncrack_noncrack_concrete_wall_46_8.jpg.jpg,0.5,0,0,0,0,0,0,,0.06180266700539505
packaged,noncrack_noncrack_concrete_wall_49_4.jpg.jpg,0.1,0,0,0,0,0,0,,0.06057895800040569
packaged,noncrack_noncrack_concrete_wall_49_4.jpg.jpg,0.25,0,0,0,0,0,0,,0.06057895800040569
packaged,noncrack_noncrack_concrete_wall_49_4.jpg.jpg,0.5,0,0,0,0,0,0,,0.06057895800040569
packaged,noncrack_noncrack_concrete_wall_75_0.jpg.jpg,0.1,0,0,0,0,0,0,,0.05917695799871581
packaged,noncrack_noncrack_concrete_wall_75_0.jpg.jpg,0.25,0,0,0,0,0,0,,0.05917695799871581
packaged,noncrack_noncrack_concrete_wall_75_0.jpg.jpg,0.5,0,0,0,0,0,0,,0.05917695799871581
packaged,noncrack_noncrack_concrete_wall_75_24.jpg.jpg,0.1,0,0,0,0,0,0,,0.05840383399481652
packaged,noncrack_noncrack_concrete_wall_75_24.jpg.jpg,0.25,0,0,0,0,0,0,,0.05840383399481652
packaged,noncrack_noncrack_concrete_wall_75_24.jpg.jpg,0.5,0,0,0,0,0,0,,0.05840383399481652
packaged,noncrack_noncrack_concrete_wall_76_22.jpg.jpg,0.1,0,0,0,0,0,0,,0.056407916999887675
packaged,noncrack_noncrack_concrete_wall_76_22.jpg.jpg,0.25,0,0,0,0,0,0,,0.056407916999887675
packaged,noncrack_noncrack_concrete_wall_76_22.jpg.jpg,0.5,0,0,0,0,0,0,,0.056407916999887675
packaged,noncrack_noncrack_concrete_wall_76_5.jpg.jpg,0.1,0,0,0,0,0,0,,0.05758058400533628
packaged,noncrack_noncrack_concrete_wall_76_5.jpg.jpg,0.25,0,0,0,0,0,0,,0.05758058400533628
packaged,noncrack_noncrack_concrete_wall_76_5.jpg.jpg,0.5,0,0,0,0,0,0,,0.05758058400533628
packaged,noncrack_noncrack_concrete_wall_93_5.jpg.jpg,0.1,0,0,0,0,0,0,,0.056696667001233436
packaged,noncrack_noncrack_concrete_wall_93_5.jpg.jpg,0.25,0,0,0,0,0,0,,0.056696667001233436
packaged,noncrack_noncrack_concrete_wall_93_5.jpg.jpg,0.5,0,0,0,0,0,0,,0.056696667001233436
local_epoch1,CFD_088.jpg,0.1,1942,3257,443,2385,5199,3,0.34420418291386035,0.06642441599979065
local_epoch1,CFD_088.jpg,0.25,1942,3257,443,2385,5199,2,0.34420418291386035,0.06642441599979065
local_epoch1,CFD_088.jpg,0.5,0,0,2385,2385,0,0,0.0,0.06642441599979065
local_epoch1,CRACK500_20160222_164141_1_1081.jpg,0.1,5723,2462,2007,7730,8185,1,0.5615188383045526,0.06254949999856763
local_epoch1,CRACK500_20160222_164141_1_1081.jpg,0.25,5723,2462,2007,7730,8185,1,0.5615188383045526,0.06254949999856763
local_epoch1,CRACK500_20160222_164141_1_1081.jpg,0.5,5723,2462,2007,7730,8185,1,0.5615188383045526,0.06254949999856763
local_epoch1,CRACK500_20160222_164822_641_361.jpg,0.1,4657,1724,451,5108,6381,1,0.6816451990632318,0.06432708299689693
local_epoch1,CRACK500_20160222_164822_641_361.jpg,0.25,0,0,5108,5108,0,0,0.0,0.06432708299689693
local_epoch1,CRACK500_20160222_164822_641_361.jpg,0.5,0,0,5108,5108,0,0,0.0,0.06432708299689693
local_epoch1,CRACK500_20160222_165218_641_1.jpg,0.1,0,0,1945,1945,0,0,0.0,0.06378320800286019
local_epoch1,CRACK500_20160222_165218_641_1.jpg,0.25,0,0,1945,1945,0,0,0.0,0.06378320800286019
local_epoch1,CRACK500_20160222_165218_641_1.jpg,0.5,0,0,1945,1945,0,0,0.0,0.06378320800286019
local_epoch1,CRACK500_20160222_165256_641_1.jpg,0.1,0,0,1676,1676,0,0,0.0,0.06396083300205646
local_epoch1,CRACK500_20160222_165256_641_1.jpg,0.25,0,0,1676,1676,0,0,0.0,0.06396083300205646
local_epoch1,CRACK500_20160222_165256_641_1.jpg,0.5,0,0,1676,1676,0,0,0.0,0.06396083300205646
local_epoch1,CRACK500_20160302_155925_641_361.jpg,0.1,815,719,587,1402,1534,2,0.38425271098538427,0.06301674999849638
local_epoch1,CRACK500_20160302_155925_641_361.jpg,0.25,808,689,594,1402,1497,1,0.3864179818268771,0.06301674999849638
local_epoch1,CRACK500_20160302_155925_641_361.jpg,0.5,0,0,1402,1402,0,0,0.0,0.06301674999849638
local_epoch1,CRACK500_20160303_092806_1_721.jpg,0.1,1867,1173,92,1959,3040,1,0.5961047254150702,0.06350704099895665
local_epoch1,CRACK500_20160303_092806_1_721.jpg,0.25,1867,1173,92,1959,3040,1,0.5961047254150702,0.06350704099895665
local_epoch1,CRACK500_20160303_092806_1_721.jpg,0.5,1867,1173,92,1959,3040,1,0.5961047254150702,0.06350704099895665
local_epoch1,CRACK500_20160306_104522_641_721.jpg,0.1,12764,1868,517,13281,14632,3,0.8425638656016898,0.06562825000582961
local_epoch1,CRACK500_20160306_104522_641_721.jpg,0.25,12691,1861,590,13281,14552,2,0.8381323471139875,0.06562825000582961
local_epoch1,CRACK500_20160306_104522_641_721.jpg,0.5,0,0,13281,13281,0,0,0.0,0.06562825000582961
local_epoch1,CRACK500_20160307_145259_1_361.jpg,0.1,18691,3359,1463,20154,22050,1,0.7949219580657508,0.06134158300119452
local_epoch1,CRACK500_20160307_145259_1_361.jpg,0.25,18691,3359,1463,20154,22050,1,0.7949219580657508,0.06134158300119452
local_epoch1,CRACK500_20160307_145259_1_361.jpg,0.5,0,0,20154,20154,0,0,0.0,0.06134158300119452
local_epoch1,CRACK500_20160307_163641_1921_361.jpg,0.1,0,0,9828,9828,0,0,0.0,0.05842049999773735
local_epoch1,CRACK500_20160307_163641_1921_361.jpg,0.25,0,0,9828,9828,0,0,0.0,0.05842049999773735
local_epoch1,CRACK500_20160307_163641_1921_361.jpg,0.5,0,0,9828,9828,0,0,0.0,0.05842049999773735
local_epoch1,CRACK500_20160307_164226_1_721.jpg,0.1,16480,19159,1783,18263,35639,1,0.44038266260488484,0.060785999994550366
local_epoch1,CRACK500_20160307_164226_1_721.jpg,0.25,0,0,18263,18263,0,0,0.0,0.060785999994550366
local_epoch1,CRACK500_20160307_164226_1_721.jpg,0.5,0,0,18263,18263,0,0,0.0,0.060785999994550366
local_epoch1,CRACK500_20160308_073245_641_1.jpg,0.1,1233,268,725,1958,1501,2,0.5539083557951483,0.05970687500666827
local_epoch1,CRACK500_20160308_073245_641_1.jpg,0.25,1028,235,930,1958,1263,1,0.4687642498860009,0.05970687500666827
local_epoch1,CRACK500_20160308_073245_641_1.jpg,0.5,0,0,1958,1958,0,0,0.0,0.05970687500666827
local_epoch1,CRACK500_20160308_073356_641_1.jpg,0.1,407,142,11449,11856,549,1,0.033922320386731125,0.061716249998426065
local_epoch1,CRACK500_20160308_073356_641_1.jpg,0.25,0,0,11856,11856,0,0,0.0,0.061716249998426065
local_epoch1,CRACK500_20160308_073356_641_1.jpg,0.5,0,0,11856,11856,0,0,0.0,0.061716249998426065
local_epoch1,CRACK500_20160308_155737_1281_1.jpg,0.1,8339,1525,5627,13966,9864,2,0.5383125685882125,0.05905433299631113
local_epoch1,CRACK500_20160308_155737_1281_1.jpg,0.25,0,0,13966,13966,0,0,0.0,0.05905433299631113
local_epoch1,CRACK500_20160308_155737_1281_1.jpg,0.5,0,0,13966,13966,0,0,0.0,0.05905433299631113
