model,image,threshold,tp,fp,fn,gt_pixels,pred_pixels,instances,iou,seconds
local_epoch1,CRACK500_20160308_160128_641_721.jpg,0.1,9091,3456,2525,11616,12547,3,0.6031714437367304,0.06167812499916181
local_epoch1,CRACK500_20160308_160128_641_721.jpg,0.25,8880,3456,2736,11616,12336,2,0.589171974522293,0.06167812499916181
local_epoch1,CRACK500_20160308_160128_641_721.jpg,0.5,0,0,11616,11616,0,0,0.0,0.06167812499916181
local_epoch1,CRACK500_20160310_114441_641_1.jpg,0.1,5851,1257,6523,12374,7108,2,0.4292421685863106,0.06131108399858931
local_epoch1,CRACK500_20160310_114441_641_1.jpg,0.25,0,0,12374,12374,0,0,0.0,0.06131108399858931
local_epoch1,CRACK500_20160310_114441_641_1.jpg,0.5,0,0,12374,12374,0,0,0.0,0.06131108399858931
local_epoch1,CRACK500_20160316_142009_1281_361.jpg,0.1,4475,1828,7455,11930,6303,2,0.325265300188981,0.06274212500284193
local_epoch1,CRACK500_20160316_142009_1281_361.jpg,0.25,0,0,11930,11930,0,0,0.0,0.06274212500284193
local_epoch1,CRACK500_20160316_142009_1281_361.jpg,0.5,0,0,11930,11930,0,0,0.0,0.06274212500284193
local_epoch1,CRACK500_20160316_143547_1281_1081.jpg,0.1,2566,379,280,2846,2945,2,0.7956589147286822,0.06734045899793273
local_epoch1,CRACK500_20160316_143547_1281_1081.jpg,0.25,2566,374,280,2846,2940,1,0.7968944099378882,0.06734045899793273
local_epoch1,CRACK500_20160316_143547_1281_1081.jpg,0.5,2566,374,280,2846,2940,1,0.7968944099378882,0.06734045899793273
local_epoch1,CRACK500_20160316_143629_1281_721.jpg,0.1,1300,62,1168,2468,1362,1,0.5138339920948617,0.061433208000380546
local_epoch1,CRACK500_20160316_143629_1281_721.jpg,0.25,1300,62,1168,2468,1362,1,0.5138339920948617,0.061433208000380546
local_epoch1,CRACK500_20160316_143629_1281_721.jpg,0.5,0,0,2468,2468,0,0,0.0,0.061433208000380546
local_epoch1,CRACK500_20160321_185518_1_721.jpg,0.1,0,0,3591,3591,0,0,0.0,0.061797917005605996
local_epoch1,CRACK500_20160321_185518_1_721.jpg,0.25,0,0,3591,3591,0,0,0.0,0.061797917005605996
local_epoch1,CRACK500_20160321_185518_1_721.jpg,0.5,0,0,3591,3591,0,0,0.0,0.061797917005605996
local_epoch1,CRACK500_20160328_150820_641_361.jpg,0.1,874,148,65,939,1022,1,0.8040478380864765,0.06122450000111712
local_epoch1,CRACK500_20160328_150820_641_361.jpg,0.25,874,148,65,939,1022,1,0.8040478380864765,0.06122450000111712
local_epoch1,CRACK500_20160328_150820_641_361.jpg,0.5,0,0,939,939,0,0,0.0,0.06122450000111712
local_epoch1,CRACK500_20160328_151244_641_721.jpg,0.1,0,0,45685,45685,0,0,0.0,0.0589380000019446
local_epoch1,CRACK500_20160328_151244_641_721.jpg,0.25,0,0,45685,45685,0,0,0.0,0.0589380000019446
local_epoch1,CRACK500_20160328_151244_641_721.jpg,0.5,0,0,45685,45685,0,0,0.0,0.0589380000019446
local_epoch1,CRACK500_20160328_151413_1_361.jpg,0.1,19425,5405,2362,21787,24830,2,0.7143645189761695,0.061095625002053566
local_epoch1,CRACK500_20160328_151413_1_361.jpg,0.25,19406,5343,2381,21787,24749,1,0.7152967194987099,0.061095625002053566
local_epoch1,CRACK500_20160328_151413_1_361.jpg,0.5,19406,5343,2381,21787,24749,1,0.7152967194987099,0.061095625002053566
local_epoch1,CRACK500_20160328_153404_641_721.jpg,0.1,0,0,34260,34260,0,0,0.0,0.06070691700006137
local_epoch1,CRACK500_20160328_153404_641_721.jpg,0.25,0,0,34260,34260,0,0,0.0,0.06070691700006137
local_epoch1,CRACK500_20160328_153404_641_721.jpg,0.5,0,0,34260,34260,0,0,0.0,0.06070691700006137
local_epoch1,CRACK500_20160328_153536_641_1081.jpg,0.1,5977,3604,10163,16140,9581,1,0.3027248784440843,0.06051754199870629
local_epoch1,CRACK500_20160328_153536_641_1081.jpg,0.25,0,0,16140,16140,0,0,0.0,0.06051754199870629
local_epoch1,CRACK500_20160328_153536_641_1081.jpg,0.5,0,0,16140,16140,0,0,0.0,0.06051754199870629
local_epoch1,CRACK500_20160328_153553_1281_721.jpg,0.1,12360,1802,1637,13997,14162,1,0.7823279954427496,0.06139029200130608
local_epoch1,CRACK500_20160328_153553_1281_721.jpg,0.25,12360,1802,1637,13997,14162,1,0.7823279954427496,0.06139029200130608
local_epoch1,CRACK500_20160328_153553_1281_721.jpg,0.5,0,0,13997,13997,0,0,0.0,0.06139029200130608
local_epoch1,CRACK500_20160328_153556_1_361.jpg,0.1,13195,3366,1130,14325,16561,4,0.7458594765700074,0.06263195800420363
local_epoch1,CRACK500_20160328_153556_1_361.jpg,0.25,458,326,13867,14325,784,1,0.03126066480103747,0.06263195800420363
local_epoch1,CRACK500_20160328_153556_1_361.jpg,0.5,0,0,14325,14325,0,0,0.0,0.06263195800420363
local_epoch1,CRACK500_20160328_153706_1921_1.jpg,0.1,9646,2935,8077,17723,12581,1,0.46693774808790783,0.06381333399622235
local_epoch1,CRACK500_20160328_153706_1921_1.jpg,0.25,9646,2935,8077,17723,12581,1,0.46693774808790783,0.06381333399622235
local_epoch1,CRACK500_20160328_153706_1921_1.jpg,0.5,0,0,17723,17723,0,0,0.0,0.06381333399622235
local_epoch1,CRACK500_20160329_094010_641_721.jpg,0.1,7261,3008,710,7971,10269,2,0.6613534930321523,0.0604134589957539
local_epoch1,CRACK500_20160329_094010_641_721.jpg,0.25,7261,3008,710,7971,10269,2,0.6613534930321523,0.0604134589957539
local_epoch1,CRACK500_20160329_094010_641_721.jpg,0.5,0,0,7971,7971,0,0,0.0,0.0604134589957539
local_epoch1,CRACK500_20160329_101503_641_721.jpg,0.1,13221,6706,8165,21386,19927,2,0.470632208457924,0.06166804199892795
local_epoch1,CRACK500_20160329_101503_641_721.jpg,0.25,1539,1612,19847,21386,3151,1,0.06691886250978346,0.06166804199892795
local_epoch1,CRACK500_20160329_101503_641_721.jpg,0.5,0,0,21386,21386,0,0,0.0,0.06166804199892795
local_epoch1,CRACK500_20160329_104120_1_721.jpg,0.1,8530,2152,3924,12454,10682,2,0.5840065726413802,0.06073762499727309
local_epoch1,CRACK500_20160329_104120_1_721.jpg,0.25,8530,2152,3924,12454,10682,2,0.5840065726413802,0.06073762499727309
local_epoch1,CRACK500_20160329_104120_1_721.jpg,0.5,8530,2152,3924,12454,10682,2,0.5840065726413802,0.06073762499727309
local_epoch1,CRACK500_20160329_104152_641_721.jpg,0.1,13094,5065,948,14042,18159,3,0.6852985816716387,0.1311744999984512
local_epoch1,CRACK500_20160329_104152_641_721.jpg,0.25,12986,4942,1056,14042,17928,1,0.6840497260851243,0.1311744999984512
local_epoch1,CRACK500_20160329_104152_641_721.jpg,0.5,12986,4942,1056,14042,17928,1,0.6840497260851243,0.1311744999984512
local_epoch1,CRACK500_20160329_115529_1_721.jpg,0.1,24609,3723,8530,33139,28332,2,0.6675980684715968,0.095956582998042
local_epoch1,CRACK500_20160329_115529_1_721.jpg,0.25,24609,3330,8530,33139,27939,1,0.6747922893416326,0.095956582998042
local_epoch1,CRACK500_20160329_115529_1_721.jpg,0.5,24609,3330,8530,33139,27939,1,0.6747922893416326,0.095956582998042
local_epoch1,CRACK500_20160330_163725_641_1081.jpg,0.1,6347,3786,520,6867,10133,1,0.5957946118464282,0.08090583299781429
local_epoch1,CRACK500_20160330_163725_641_1081.jpg,0.25,6347,3786,520,6867,10133,1,0.5957946118464282,0.08090583299781429
local_epoch1,CRACK500_20160330_163725_641_1081.jpg,0.5,6347,3786,520,6867,10133,1,0.5957946118464282,0.08090583299781429
local_epoch1,CRACK500_20160330_165333_1921_1081.jpg,0.1,0,0,1704,1704,0,0,0.0,0.08662358300352935
local_epoch1,CRACK500_20160330_165333_1921_1081.jpg,0.25,0,0,1704,1704,0,0,0.0,0.08662358300352935
local_epoch1,CRACK500_20160330_165333_1921_1081.jpg,0.5,0,0,1704,1704,0,0,0.0,0.08662358300352935
local_epoch1,CRACK500_20160330_165644_641_1081.jpg,0.1,693,294,1951,2644,987,1,0.23587474472430225,0.07234162500390084
local_epoch1,CRACK500_20160330_165644_641_1081.jpg,0.25,0,0,2644,2644,0,0,0.0,0.07234162500390084
local_epoch1,CRACK500_20160330_165644_641_1081.jpg,0.5,0,0,2644,2644,0,0,0.0,0.07234162500390084
local_epoch1,CRACK500_20160330_170014_641_721.jpg,0.1,0,0,1833,1833,0,0,0.0,0.06273379200138152
local_epoch1,CRACK500_20160330_170014_641_721.jpg,0.25,0,0,1833,1833,0,0,0.0,0.06273379200138152
local_epoch1,CRACK500_20160330_170014_641_721.jpg,0.5,0,0,1833,1833,0,0,0.0,0.06273379200138152
local_epoch1,CRACK500_20160330_170308_1921_361.jpg,0.1,11915,291,5761,17676,12206,1,0.6631602382145043,0.062073957997199614
local_epoch1,CRACK500_20160330_170308_1921_361.jpg,0.25,11915,291,5761,17676,12206,1,0.6631602382145043,0.062073957997199614
local_epoch1,CRACK500_20160330_170308_1921_361.jpg,0.5,0,0,17676,17676,0,0,0.0,0.062073957997199614
local_epoch1,CRACK500_20160402_150110_1281_361.jpg,0.1,4428,798,881,5309,5226,1,0.7250695922711642,0.06248566599970218
local_epoch1,CRACK500_20160402_150110_1281_361.jpg,0.25,4428,798,881,5309,5226,1,0.7250695922711642,0.06248566599970218
local_epoch1,CRACK500_20160402_150110_1281_361.jpg,0.5,0,0,5309,5309,0,0,0.0,0.06248566599970218
local_epoch1,CRACK500_20160402_150300_1281_721.jpg,0.1,12445,6440,1140,13585,18885,3,0.6214731585518103,0.061871916994277854
local_epoch1,CRACK500_20160402_150300_1281_721.jpg,0.25,12291,6313,1294,13585,18604,1,0.6177002713840587,0.061871916994277854
local_epoch1,CRACK500_20160402_150300_1281_721.jpg,0.5,0,0,13585,13585,0,0,0.0,0.061871916994277854
local_epoch1,CRACK500_20160402_151054_1281_361.jpg,0.1,4770,1145,268,5038,5915,1,0.7714701601164483,0.0632787089998601
local_epoch1,CRACK500_20160402_151054_1281_361.jpg,0.25,4770,1145,268,5038,5915,1,0.7714701601164483,0.0632787089998601
local_epoch1,CRACK500_20160402_151054_1281_361.jpg,0.5,4770,1145,268,5038,5915,1,0.7714701601164483,0.0632787089998601
local_epoch1,CRACK500_20160407_163515_1281_721.jpg,0.1,7061,709,7834,14895,7770,2,0.4525121763650346,0.06421687499823747
local_epoch1,CRACK500_20160407_163515_1281_721.jpg,0.25,6858,627,8037,14895,7485,1,0.4418245071511403,0.06421687499823747
local_epoch1,CRACK500_20160407_163515_1281_721.jpg,0.5,0,0,14895,14895,0,0,0.0,0.06421687499823747
local_epoch1,CRACK500_20160407_165001_641_1081.jpg,0.1,643,119,1218,1861,762,2,0.32474747474747473,0.06202050000138115
local_epoch1,CRACK500_20160407_165001_641_1081.jpg,0.25,0,0,1861,1861,0,0,0.0,0.06202050000138115
local_epoch1,CRACK500_20160407_165001_641_1081.jpg,0.5,0,0,1861,1861,0,0,0.0,0.06202050000138115
local_epoch1,DeepCrack_11165-2.jpg,0.1,2016,3306,147,2163,5322,1,0.36862314865606144,0.06160091600031592
local_epoch1,DeepCrack_11165-2.jpg,0.25,2016,3306,147,2163,5322,1,0.36862314865606144,0.06160091600031592
local_epoch1,DeepCrack_11165-2.jpg,0.5,0,0,2163,2163,0,0,0.0,0.06160091600031592
local_epoch1,DeepCrack_11165.jpg,0.1,1847,2804,142,1989,4651,1,0.3853536407260588,0.06266341699665645
local_epoch1,DeepCrack_11165.jpg,0.25,0,0,1989,1989,0,0,0.0,0.06266341699665645
local_epoch1,DeepCrack_11165.jpg,0.5,0,0,1989,1989,0,0,0.0,0.06266341699665645
local_epoch1,DeepCrack_11188.jpg,0.1,1973,9268,91,2064,11241,1,0.17410871867278505,0.06371887499699369
local_epoch1,DeepCrack_11188.jpg,0.25,1973,9268,91,2064,11241,1,0.17410871867278505,0.06371887499699369
local_epoch1,DeepCrack_11188.jpg,0.5,0,0,2064,2064,0,0,0.0,0.06371887499699369
local_epoch1,DeepCrack_11197-4.jpg,0.1,5007,6592,685,5692,11599,1,0.40760338651904915,0.06221058400114998
local_epoch1,DeepCrack_11197-4.jpg,0.25,5007,6592,685,5692,11599,1,0.40760338651904915,0.06221058400114998
local_epoch1,DeepCrack_11197-4.jpg,0.5,5007,6592,685,5692,11599,1,0.40760338651904915,0.06221058400114998
local_epoch1,DeepCrack_11218-3.jpg,0.1,8658,1361,1645,10303,10019,1,0.7422839506172839,0.06272945899399929
local_epoch1,DeepCrack_11218-3.jpg,0.25,8658,1361,1645,10303,10019,1,0.7422839506172839,0.06272945899399929
local_epoch1,DeepCrack_11218-3.jpg,0.5,0,0,10303,10303,0,0,0.0,0.06272945899399929
local_epoch1,DeepCrack_11269-1.jpg,0.1,5273,10685,127,5400,15958,7,0.3278209511967672,0.06142362500395393
local_epoch1,DeepCrack_11269-1.jpg,0.25,5266,10305,134,5400,15571,5,0.33530722699777143,0.06142362500395393
local_epoch1,DeepCrack_11269-1.jpg,0.5,615,3232,4785,5400,3847,1,0.07124652455977758,0.06142362500395393
local_epoch1,DeepCrack_11294.jpg,0.1,76,940,2822,2898,1016,2,0.019801980198019802,0.06185691700375173
local_epoch1,DeepCrack_11294.jpg,0.25,0,0,2898,2898,0,0,0.0,0.06185691700375173
local_epoch1,DeepCrack_11294.jpg,0.5,0,0,2898,2898,0,0,0.0,0.06185691700375173
local_epoch1,DeepCrack_IMG33-16.jpg,0.1,3115,9037,535,3650,12152,1,0.2455269173169386,0.06010754199814983
local_epoch1,DeepCrack_IMG33-16.jpg,0.25,0,0,3650,3650,0,0,0.0,0.06010754199814983
local_epoch1,DeepCrack_IMG33-16.jpg,0.5,0,0,3650,3650,0,0,0.0,0.06010754199814983
local_epoch1,DeepCrack_IMG_6537-1.jpg,0.1,4553,2900,594,5147,7453,3,0.5658009195973654,0.059564000002865214
local_epoch1,DeepCrack_IMG_6537-1.jpg,0.25,0,0,5147,5147,0,0,0.0,0.059564000002865214
local_epoch1,DeepCrack_IMG_6537-1.jpg,0.5,0,0,5147,5147,0,0,0.0,0.059564000002865214
local_epoch1,GAPS384_train_0698_1_641.jpg,0.1,0,0,2872,2872,0,0,0.0,0.056562749996373896
local_epoch1,GAPS384_train_0698_1_641.jpg,0.25,0,0,2872,2872,0,0,0.0,0.056562749996373896
local_epoch1,GAPS384_train_0698_1_641.jpg,0.5,0,0,2872,2872,0,0,0.0,0.056562749996373896
local_epoch1,GAPS384_train_0799_541_1.jpg,0.1,0,0,1556,1556,0,0,0.0,0.058694416999060195
local_epoch1,GAPS384_train_0799_541_1.jpg,0.25,0,0,1556,1556,0,0,0.0,0.058694416999060195
local_epoch1,GAPS384_train_0799_541_1.jpg,0.5,0,0,1556,1556,0,0,0.0,0.058694416999060195
local_epoch1,GAPS384_train_1128_541_1.jpg,0.1,0,595,3036,3036,595,2,0.0,0.05989716699696146
local_epoch1,GAPS384_train_1128_541_1.jpg,0.25,0,0,3036,3036,0,0,0.0,0.05989716699696146
local_epoch1,GAPS384_train_1128_541_1.jpg,0.5,0,0,3036,3036,0,0,0.0,0.05989716699696146
local_epoch1,Rissbilder_for_Florian_9S6A2783_96_1214_3516_4173.jpg,0.1,5651,6034,1719,7370,11685,10,0.4215905699791107,0.06385729199973866
local_epoch1,Rissbilder_for_Florian_9S6A2783_96_1214_3516_4173.jpg,0.25,3086,2480,4284,7370,5566,3,0.3132994923857868,0.06385729199973866
local_epoch1,Rissbilder_for_Florian_9S6A2783_96_1214_3516_4173.jpg,0.5,2428,2033,4942,7370,4461,2,0.2582154631500585,0.06385729199973866
local_epoch1,Rissbilder_for_Florian_9S6A2785_493_901_3299_3768.jpg,0.1,328,349,9272,9600,677,1,0.032968137501256406,0.0612008749958477
local_epoch1,Rissbilder_for_Florian_9S6A2785_493_901_3299_3768.jpg,0.25,0,0,9600,9600,0,0,0.0,0.0612008749958477
local_epoch1,Rissbilder_for_Florian_9S6A2785_493_901_3299_3768.jpg,0.5,0,0,9600,9600,0,0,0.0,0.0612008749958477
local_epoch1,Rissbilder_for_Florian_9S6A2787_38_553_3789_4026.jpg,0.1,6187,4490,2943,9130,10677,3,0.45425844346549193,0.0606534170001396
local_epoch1,Rissbilder_for_Florian_9S6A2787_38_553_3789_4026.jpg,0.25,6177,4479,2953,9130,10656,2,0.45389080755382466,0.0606534170001396
local_epoch1,Rissbilder_for_Florian_9S6A2787_38_553_3789_4026.jpg,0.5,0,0,9130,9130,0,0,0.0,0.0606534170001396
local_epoch1,Rissbilder_for_Florian_9S6A2796_360_1209_3312_4152.jpg,0.1,5618,4798,2232,7850,10416,3,0.4441808981657179,0.06162716700055171
local_epoch1,Rissbilder_for_Florian_9S6A2796_360_1209_3312_4152.jpg,0.25,2697,1878,5153,7850,4575,1,0.2772409539473684,0.06162716700055171
local_epoch1,Rissbilder_for_Florian_9S6A2796_360_1209_3312_4152.jpg,0.5,0,0,7850,7850,0,0,0.0,0.06162716700055171
local_epoch1,Rissbilder_for_Florian_9S6A2798_697_1777_2994_3062.jpg,0.1,6925,9990,2045,8970,16915,1,0.3652426160337553,0.060720334004145116
local_epoch1,Rissbilder_for_Florian_9S6A2798_697_1777_2994_3062.jpg,0.25,0,0,8970,8970,0,0,0.0,0.060720334004145116
local_epoch1,Rissbilder_for_Florian_9S6A2798_697_1777_2994_3062.jpg,0.5,0,0,8970,8970,0,0,0.0,0.060720334004145116
local_epoch1,Rissbilder_for_Florian_9S6A2800_195_2531_3219_2684.jpg,0.1,2392,1402,707,3099,3794,1,0.5314374583425905,0.062119583002640866
local_epoch1,Rissbilder_for_Florian_9S6A2800_195_2531_3219_2684.jpg,0.25,2392,1402,707,3099,3794,1,0.5314374583425905,0.062119583002640866
local_epoch1,Rissbilder_for_Florian_9S6A2800_195_2531_3219_2684.jpg,0.5,2392,1402,707,3099,3794,1,0.5314374583425905,0.062119583002640866
local_epoch1,Rissbilder_for_Florian_9S6A2802_631_103_2560_2012.jpg,0.1,4470,2015,1300,5770,6485,1,0.5741811175337187,0.06147620800038567
local_epoch1,Rissbilder_for_Florian_9S6A2802_631_103_2560_2012.jpg,0.25,4470,2015,1300,5770,6485,1,0.5741811175337187,0.06147620800038567
local_epoch1,Rissbilder_for_Florian_9S6A2802_631_103_2560_2012.jpg,0.5,4470,2015,1300,5770,6485,1,0.5741811175337187,0.06147620800038567
local_epoch1,Rissbilder_for_Florian_9S6A2806_368_348_2093_2759.jpg,0.1,3262,3279,5265,8527,6541,3,0.2763001863459258,0.06209808300627628
local_epoch1,Rissbilder_for_Florian_9S6A2806_368_348_2093_2759.jpg,0.25,3208,3260,5319,8527,6468,2,0.2721642487486214,0.06209808300627628
local_epoch1,Rissbilder_for_Florian_9S6A2806_368_348_2093_2759.jpg,0.5,0,0,8527,8527,0,0,0.0,0.06209808300627628
local_epoch1,Rissbilder_for_Florian_9S6A2815_1237_159_3590_2891.jpg,0.1,2576,2158,496,3072,4734,1,0.4925430210325048,0.06110212500061607
local_epoch1,Rissbilder_for_Florian_9S6A2815_1237_159_3590_2891.jpg,0.25,0,0,3072,3072,0,0,0.0,0.06110212500061607
local_epoch1,Rissbilder_for_Florian_9S6A2815_1237_159_3590_2891.jpg,0.5,0,0,3072,3072,0,0,0.0,0.06110212500061607
local_epoch1,Rissbilder_for_Florian_9S6A2816_113_51_3722_4201.jpg,0.1,2200,1986,486,2686,4186,1,0.4708904109589041,0.06478375000006054
local_epoch1,Rissbilder_for_Florian_9S6A2816_113_51_3722_4201.jpg,0.25,0,0,2686,2686,0,0,0.0,0.06478375000006054
local_epoch1,Rissbilder_for_Florian_9S6A2816_113_51_3722_4201.jpg,0.5,0,0,2686,2686,0,0,0.0,0.06478375000006054
local_epoch1,Rissbilder_for_Florian_9S6A2816_1644_2004_1934_2558.jpg,0.1,2852,1524,697,3549,4376,1,0.5621919968460477,0.06485545900068246
local_epoch1,Rissbilder_for_Florian_9S6A2816_1644_2004_1934_2558.jpg,0.25,2852,1524,697,3549,4376,1,0.5621919968460477,0.06485545900068246
local_epoch1,Rissbilder_for_Florian_9S6A2816_1644_2004_1934_2558.jpg,0.5,0,0,3549,3549,0,0,0.0,0.06485545900068246
local_epoch1,Rissbilder_for_Florian_9S6A2826_65_1595_3304_2654.jpg,0.1,3931,3622,550,4481,7553,1,0.4851289645810194,0.06550645799870836
local_epoch1,Rissbilder_for_Florian_9S6A2826_65_1595_3304_2654.jpg,0.25,3931,3622,550,4481,7553,1,0.4851289645810194,0.06550645799870836
local_epoch1,Rissbilder_for_Florian_9S6A2826_65_1595_3304_2654.jpg,0.5,3931,3622,550,4481,7553,1,0.4851289645810194,0.06550645799870836
local_epoch1,Rissbilder_for_Florian_9S6A2830_715_2986_2996_2571.jpg,0.1,2715,7662,754,3469,10377,10,0.24391339502290899,0.06559612500132062
local_epoch1,Rissbilder_for_Florian_9S6A2830_715_2986_2996_2571.jpg,0.25,2701,1878,768,3469,4579,2,0.5051430708808677,0.06559612500132062
local_epoch1,Rissbilder_for_Florian_9S6A2830_715_2986_2996_2571.jpg,0.5,504,625,2965,3469,1129,1,0.12310698583292623,0.06559612500132062
local_epoch1,Rissbilder_for_Florian_9S6A2841_217_2299_3214_2878.jpg,0.1,4173,2873,1146,5319,7046,3,0.5093994140625,0.06190062499808846
local_epoch1,Rissbilder_for_Florian_9S6A2841_217_2299_3214_2878.jpg,0.25,4166,2869,1153,5319,7035,2,0.5087933561309234,0.06190062499808846
local_epoch1,Rissbilder_for_Florian_9S6A2841_217_2299_3214_2878.jpg,0.5,0,0,5319,5319,0,0,0.0,0.06190062499808846
local_epoch1,Rissbilder_for_Florian_9S6A2842_321_767_3019_3008.jpg,0.1,3568,3281,530,4098,6849,1,0.4835343542485432,0.06190058400534326
local_epoch1,Rissbilder_for_Florian_9S6A2842_321_767_3019_3008.jpg,0.25,3568,3281,530,4098,6849,1,0.4835343542485432,0.06190058400534326
local_epoch1,Rissbilder_for_Florian_9S6A2842_321_767_3019_3008.jpg,0.5,3568,3281,530,4098,6849,1,0.4835343542485432,0.06190058400534326
local_epoch1,Rissbilder_for_Florian_9S6A2842_635_1731_1931_2541.jpg,0.1,3044,1359,650,3694,4403,1,0.6024144072828023,0.06046924999827752
local_epoch1,Rissbilder_for_Florian_9S6A2842_635_1731_1931_2541.jpg,0.25,3044,1359,650,3694,4403,1,0.6024144072828023,0.06046924999827752
local_epoch1,Rissbilder_for_Florian_9S6A2842_635_1731_1931_2541.jpg,0.5,3044,1359,650,3694,4403,1,0.6024144072828023,0.06046924999827752
local_epoch1,Rissbilder_for_Florian_9S6A2858_24_161_2934_2248.jpg,0.1,0,0,0,0,0,0,,0.06048462499893503
local_epoch1,Rissbilder_for_Florian_9S6A2858_24_161_2934_2248.jpg,0.25,0,0,0,0,0,0,,0.06048462499893503
local_epoch1,Rissbilder_for_Florian_9S6A2858_24_161_2934_2248.jpg,0.5,0,0,0,0,0,0,,0.06048462499893503
local_epoch1,Rissbilder_for_Florian_9S6A2860_2652_869_3027_2537.jpg,0.1,3928,2100,1305,5233,6028,1,0.5356607118505387,0.06112212500011083
local_epoch1,Rissbilder_for_Florian_9S6A2860_2652_869_3027_2537.jpg,0.25,3928,2100,1305,5233,6028,1,0.5356607118505387,0.06112212500011083
local_epoch1,Rissbilder_for_Florian_9S6A2860_2652_869_3027_2537.jpg,0.5,3928,2100,1305,5233,6028,1,0.5356607118505387,0.06112212500011083
local_epoch1,Rissbilder_for_Florian_9S6A2863_423_3163_2502_2009.jpg,0.1,3975,2208,2323,6298,6183,1,0.46731718786738774,0.06104208400211064
local_epoch1,Rissbilder_for_Florian_9S6A2863_423_3163_2502_2009.jpg,0.25,3975,2208,2323,6298,6183,1,0.46731718786738774,0.06104208400211064
local_epoch1,Rissbilder_for_Florian_9S6A2863_423_3163_2502_2009.jpg,0.5,3975,2208,2323,6298,6183,1,0.46731718786738774,0.06104208400211064
local_epoch1,Rissbilder_for_Florian_9S6A2864_0_0_3840_5760.jpg,0.1,957,2076,1444,2401,3033,2,0.21375921375921375,0.06100308299937751
local_epoch1,Rissbilder_for_Florian_9S6A2864_0_0_3840_5760.jpg,0.25,0,1261,2401,2401,1261,1,0.0,0.06100308299937751
local_epoch1,Rissbilder_for_Florian_9S6A2864_0_0_3840_5760.jpg,0.5,0,0,2401,2401,0,0,0.0,0.06100308299937751
local_epoch1,Rissbilder_for_Florian_9S6A2865_415_206_2924_3039.jpg,0.1,2596,2272,441,3037,4868,1,0.48898097570163873,0.0613888749940088
local_epoch1,Rissbilder_for_Florian_9S6A2865_415_206_2924_3039.jpg,0.25,2596,2272,441,3037,4868,1,0.48898097570163873,0.0613888749940088
local_epoch1,Rissbilder_for_Florian_9S6A2865_415_206_2924_3039.jpg,0.5,0,0,3037,3037,0,0,0.0,0.0613888749940088
local_epoch1,Rissbilder_for_Florian_9S6A2888_133_918_3617_3712.jpg,0.1,3905,3047,762,4667,6952,1,0.5062224526834327,0.060459000000264496
local_epoch1,Rissbilder_for_Florian_9S6A2888_133_918_3617_3712.jpg,0.25,3905,3047,762,4667,6952,1,0.5062224526834327,0.060459000000264496
local_epoch1,Rissbilder_for_Florian_9S6A2888_133_918_3617_3712.jpg,0.5,0,0,4667,4667,0,0,0.0,0.060459000000264496
local_epoch1,Rissbilder_for_Florian_9S6A2895_46_163_3635_3331.jpg,0.1,2517,2000,692,3209,4517,1,0.483202150124784,0.05699750000349013
local_epoch1,Rissbilder_for_Florian_9S6A2895_46_163_3635_3331.jpg,0.25,2517,2000,692,3209,4517,1,0.483202150124784,0.05699750000349013
local_epoch1,Rissbilder_for_Florian_9S6A2895_46_163_3635_3331.jpg,0.5,0,0,3209,3209,0,0,0.0,0.05699750000349013
local_epoch1,Rissbilder_for_Florian_9S6A2914_864_1519_2861_3089.jpg,0.1,3328,1947,5810,9138,5275,2,0.3002255299954894,0.05819204200088279
local_epoch1,Rissbilder_for_Florian_9S6A2914_864_1519_2861_3089.jpg,0.25,3328,1947,5810,9138,5275,2,0.3002255299954894,0.05819204200088279
local_epoch1,Rissbilder_for_Florian_9S6A2914_864_1519_2861_3089.jpg,0.5,1710,1023,7428,9138,2733,1,0.1682905225863596,0.05819204200088279
local_epoch1,Rissbilder_for_Florian_9S6A2916_2449_405_2485_3276.jpg,0.1,3743,2687,1526,5269,6430,1,0.47046254399195575,0.05963224999868544
local_epoch1,Rissbilder_for_Florian_9S6A2916_2449_405_2485_3276.jpg,0.25,3743,2687,1526,5269,6430,1,0.47046254399195575,0.05963224999868544
local_epoch1,Rissbilder_for_Florian_9S6A2916_2449_405_2485_3276.jpg,0.5,0,0,5269,5269,0,0,0.0,0.05963224999868544
local_epoch1,Rissbilder_for_Florian_9S6A3087_146_59_3684_4477.jpg,0.1,7076,6433,1838,8914,13509,5,0.4610673095719033,0.06192583299707621
local_epoch1,Rissbilder_for_Florian_9S6A3087_146_59_3684_4477.jpg,0.25,7065,6420,1849,8914,13485,2,0.4607408373548976,0.06192583299707621
local_epoch1,Rissbilder_for_Florian_9S6A3087_146_59_3684_4477.jpg,0.5,3253,2820,5661,8914,6073,1,0.27722856655871825,0.06192583299707621
local_epoch1,Rissbilder_for_Florian_9S6A3094_17_1195_3751_3661.jpg,0.1,2499,2393,3378,5877,4892,3,0.30217654171704955,0.06008829200436594
local_epoch1,Rissbilder_for_Florian_9S6A3094_17_1195_3751_3661.jpg,0.25,2499,2393,3378,5877,4892,2,0.30217654171704955,0.06008829200436594
local_epoch1,Rissbilder_for_Florian_9S6A3094_17_1195_3751_3661.jpg,0.5,0,0,5877,5877,0,0,0.0,0.06008829200436594
